0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
459.16973204456735,456.5538232672875,457.54574342861844,463.5646886238418,471.71470727434746,491.6873778043046,507.2070805628393,520.9066804640476,506.4035265069343,510.96152554248005,494.07959238409774,493.6523976852443,500.1115293154514,500.0366940960885,487.7236706323349,502.1832062341054,499.05342591598264,501.954826694339,504.879224246859,497.18147559497163,490.5316040268086,482.56529838355283,483.45732478303336,479.93637506401484,472.80402903649434,466.03585092155794,470.8955032911818,471.54868510759815,470.4624363887865,464.492500849246,475.0135001228726,489.50352559339586,496.547114136396,482.48824143591287,491.9675850980618,486.20466214272255,472.3288016787271,487.3754880542201,468.5811357823033,456.24862068287564,459.84892926048485,460.46383574931616,465.54632259590596,472.3159482325474,460.0077992992548,458.39425340380956,439.26926723760164,432.9765938269019,435.6990129821865,453.96157053413873,467.4709402287237,462.91687525889375,461.3978061477878,463.50885186414035,461.38673695821126,463.68267197713726,452.2203912579698,453.5612487760515,433.2218026980728,433.83460744997
539.3401091438652,541.9462926132123,534.6113102637165,527.5471395229786,542.7442873507343,531.5125008189915,535.1438808928821,524.8932717673345,518.8852494825492,504.64264031601374,512.8165348549138,488.57525624847796,477.9535480932241,476.1717509372298,473.57748226884166,470.53188559822905,474.1105013142242,463.656448211449,461.19372345314537,446.00518980219596,435.0124977024206,445.31739873723524,450.92563386843426,437.5694025319033,449.6213953212587,466.9574470354768,447.63459607759484,459.95976797481484,465.5795396524178,490.75933061541974,501.9066015633061,487.7719314594114,482.95106308906867,482.36993642057627,476.8370731190875,461.5778663901692,453.70561386343826,454.1402864763663,460.23318613837006,464.85096571337925,484.2608183875445,495.0548186894437,462.9906931604331,469.2873544001833,487.86406245778227,481.1806430990166,482.83065333432904,478.0058625162822,481.4342806721558,487.14737048023176,460.5330483644323,464.9181415994719,465.4545124580453,446.90736888628044,443.7212072411336,419.8884014668309,406.26002024263346,424.9271289689342,415.22170199091187,427.89215955247863
538.5142119511585,540.7613674145512,532.3621312511235,513.8571604522841,491.35211119182947,493.561920764806,499.53709950397416,500.3349879451508,500.1601933778627,499.89054815000395,509.37061340639343,499.99515612364456,485.94943954541776,481.45342793490363,494.6195036960049,479.50431138136196,460.78904343157876,454.59732278791586,439.4274929033621,445.0491160229779,452.0636577646923,442.8138472494047,441.88951393050235,475.7468874540746,482.16419081995497,488.325099762737,494.20255961508815,496.49589538202105,501.36805341675597,502.0418818870258,493.9484830055731,500.48033381839707,476.0053170678634,462.33987230951834,469.0473535563667,457.2766864289394,450.4138475906308,460.1300999116146,461.541018041893,443.44913259853536,448.08273776394714,435.8235128750468,446.2925567157432,427.418280685633,431.79166525268573,435.91549480236176,455.0270313294424,474.4357389896437,465.2759107267006,471.91444014105224,498.1375695137484,494.56141330246436,488.634053901254,458.7100281914033,458.2257877330862,454.17455051868143,459.8318343746405,447.0994393665923,460.47085576625227,470.6678284077418
464.6155699399976,470.29456284853825,478.2351079630606,478.19230570674046,467.1214003943019,462.8932152901813,437.48498380908393,451.55077888462984,454.6713088000062,468.90862121661405,481.4941697316408,489.839323432585,492.16965396571584,481.61120635222596,469.75393101058773,453.56502267448906,456.3935740001096,453.63720638153575,439.8997676636957,437.475155836676,429.7463379517245,431.524918875494,434.0951209535527,431.6440731260166,449.00618307067003,445.8765142840374,453.80345214473584,468.2749362576806,465.92644375797175,457.31638385912555,460.83516348771616,463.5363744989817,445.6743814117142,426.1771387846213,422.27831687004004,421.5174346293499,428.6485180558744,429.54672817359244,441.22356457842,466.4121819050088,491.3822484728965,468.3448172580594,463.0844954950324,477.2449045246566,456.2193262711481,430.1282600908518,450.07880960751595,473.53601790976205,486.81810080879603,482.6586452496121,489.8147791019888,487.0375039142964,489.8493394605932,481.00695398983873,477.6800423276487,477.7216878715013,461.3555520139372,452.28502184977145,453.673836632953,452.9910274082066
499.6450256379286,495.73033931059257,476.7785511326199,481.18740922453793,492.72861958775763,476.0823032097041,481.1360292535088,500.26588333005975,488.7777983432808,493.94257922134835,493.3513595864211,488.3314966769154,470.4254021571486,468.8677332212076,466.4193633504969,450.97562491644703,451.6081614760118,442.37224845904547,426.36228266975536,439.61248036189795,446.9939191667347,423.4529095908094,422.84331310684144,454.72932472223494,449.1512601064206,461.745216629492,460.457151838298,458.1401401015775,463.7346977327795,468.3397887415665,459.7429064735018,468.81923967583305,467.65422806267617,460.95609813727486,468.76364225030085,458.91583742542826,454.23675299368506,458.80906119254655,473.56276047689937,484.727056027589,474.3554299676534,460.5863355086739,462.76865486880473,493.45174707387514,483.4638609119611,479.83959545250815,471.1547059657622,463.0481563947224,491.2957964113854,491.79945832081285,476.85367529225584,478.35917041878923,488.4630904830731,494.27559177306716,490.68894290501385,487.01971553878406,480.12563499680243,474.31242588255986,466.239097835848,482.6112471631796
527.9471288316963,519.4828419745884,526.9409215196522,496.3047688647364,504.740520554801,501.9127497216655,483.60765761098673,503.14543918425215,503.3500468700617,516.181209902657,520.7992089719071,509.8220244672622,499.5495556164859,484.4933217102692,489.43842851213543,485.3732501718061,494.7181912366414,518.3273046705559,517.6977886935805,511.73501101304123,520.7890218235659,515.1160869784903,516.0170051013216,496.4323995421997,478.06893107879625,468.68708145569724,475.3826862318478,474.1269800305454,451.0045808933447,447.98225341210656,443.39487375623855,453.7976110130796,465.07465825666986,457.3624290267798,442.9067064685401,441.3630838058582,451.99630810133914,438.4382525017287,437.9270999061162,434.1196450807985,439.1660811784281,437.6301965653092,449.1876741502969,440.79777765363156,437.9652132314827,440.07994460251075,433.8477674665971,424.55667367923576,418.8200250434598,401.5198533122185,401.6301127357922,407.0147402672384,409.4440873656559,416.7225018681644,447.7023935701992,441.461314160824,431.93628318794094,435.30114046183985,438.58221804953877,447.03039505485197
472.46713727179576,484.6721112492132,487.1150235894289,494.44118247285707,497.41699842580863,489.3298140225496,487.64117317763726,469.93682367388766,471.0553546020138,473.68567636357886,484.88628156716254,495.09522490535,479.97357185749144,467.2193512064016,462.73573706427726,493.0438433344672,499.8056037381209,494.760624079872,511.47027719775394,489.90455045487215,494.4960592213385,488.8929783503787,488.4193651061159,466.2383514610099,452.0440252657741,449.23004446431094,450.2070897841158,452.2563946377638,466.0594333728041,476.94275111449093,480.0461178443617,485.5845673292144,482.4932683062875,474.5014529036801,447.35229242527174,435.70204663268777,428.5834859332583,432.64125390725803,436.1016281138359,433.55962362152064,411.6452811746194,402.8729788871071,383.81787378157264,372.1525934765173,373.6963993994745,382.15271766704154,383.03731823437226,372.8173896752595,375.79438639424126,370.68814780991204,375.46989817816683,374.46848472482975,389.1094700420367,379.6668454152403,369.2561033272091,371.32151757885515,388.41242324222395,401.2851215234371,398.1133305424013,392.0262626736273
524.984705314273,493.39852237545665,480.1396417402143,473.42521900905484,465.37179838422503,486.12242406730337,475.9712731835479,481.38540881533527,472.03097330139946,468.5442377096934,483.3613824745957,474.7771167987393,478.36291311780343,483.5681914354679,471.1543438546638,455.31871261885266,449.0468244251994,436.94526822539837,432.209216650562,412.32276190305134,428.97064040660143,423.52790170709994,436.91478559377873,437.91304867374635,425.90039574999787,400.71209259170917,413.0713671107621,414.63417564855195,410.56001793563667,418.7683044021442,419.8062910068271,408.71545236291774,400.87337805894475,395.3765828701951,395.8279668897155,380.9272436993565,379.32798433247035,368.60984934783346,360.8227540782478,371.69206195055517,354.3540501159772,361.0925762467124,359.9001184219221,365.6704968294628,366.6723576506415,376.12710631375694,383.56771436286044,407.23161677545994,442.23161677545994,444.0618383079038,455.8799233459777,449.088672538728,432.67786123033716,439.00322248610024,445.45903762837844,427.6201853634891,432.24925327609316,423.72352000833985,421.32676500109596,400.09375730455946
457.68917704812975,465.9037854172888,472.5526758738648,467.9236702319567,478.4632289171282,490.3557597177692,473.94884362220927,459.6938300037887,472.5542449411342,477.58476728604336,482.43574549832124,471.0065653757433,468.0436097568509,477.67877542895195,491.30839158573616,501.4359260713382,495.2422197036022,507.18826230426515,503.15527403400256,500.06032181924337,504.6799670422946,507.07579756105304,513.9049558747882,548.9049558747882,548.2653313393703,513.2653313393703,497.0116165018423,477.9727805744235,458.002562088889,454.13198393888797,438.67057203345206,431.04816532327135,442.6033329133378,458.96944175283636,448.1544002601678,455.96154184440576,465.9547945946259,478.3888973700491,480.28897513331196,467.07748689544906,453.2380128444888,477.60370923489796,457.98236738220396,470.8043613910519,464.50364958301793,470.4321778373005,459.2051684171209,466.2702083821565,446.34002751500844,428.1240957487304,421.05502506371846,426.72419140781386,416.6371626063885,429.62559662471585,440.3462391492596,449.4594269968604,478.09872329354044,467.9770738309997,473.08129381439227,447.95590786644044
547.6006253361566,545.1146473443512,542.8220406802063,532.0183330880764,502.3745421627558,501.9785724271467,499.7571001780896,495.9495310622208,485.38694192915113,502.10124722085766,489.6566750819316,491.99604333655526,496.68923879990217,487.9521058410985,496.11273657052334,484.21441240796065,471.1071211171376,467.94657358917664,459.6281163097762,471.9860598222237,465.31785807691125,445.04397948292495,463.7659155722872,462.57340009044765,447.2758187264038,453.4817637461427,452.6292544831137,473.6349521507712,473.22207312842596,475.6549300728937,454.46912269911195,439.229700923904,432.39239081940946,425.1888551072941,411.24975601674464,407.6348284623689,424.7453298010452,433.14938592087225,447.24481945010587,448.7540432077735,469.01775000067505,482.28857369479215,479.94847326836395,458.5180649506589,459.5579359941635,455.8712826957707,462.7661746646712,463.49803982410737,493.7898562365708,473.37967775019354,473.8223690855878,459.3515305184877,469.4570312332065,467.49837833061446,485.4144956100287,495.26378165298854,482.0093953425219,466.24923675992534,466.7848847177041,461.63839863339683
