0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
294.4780012101798,326.5403781260079,339.34302394906484,361.42890472043024,385.92990041136846,370.41197674344,396.59325068145824,402.23667134428615,436.39942654446116,449.4706488027955,423.0339505270087,452.48498149894897,442.18869641551714,436.82457687946015,426.74984096771266,432.63026505865116,418.07046051067414,424.5959892575238,408.9603024120469,415.3411777248668,408.0042436410723,424.1290346088378,423.6874396482107,389.78122924595687,358.3472649150178,378.8126852918921,401.1082296801792,372.2279599604821,388.38052019040504,377.05237156795016,356.0449562702614,323.61019302347853,348.54855767276774,348.2625969622909,324.85364145715556,325.9466004663298,303.57604732512954,329.2628044235861,307.6760591279416,340.0417444032387,345.0972134018916,313.0507675638946,343.7301270667638,355.9493182884427,337.821774656393,342.78780491056824,359.59400800393405,350.65964870930236,368.03065639276593,355.4500147533257,337.8886545685998,306.18466787331215,302.4392725435134,286.3528596090221,285.2665951719514,254.4103397499772,247.2153195420315,231.5421816571581,220.0,234.15883073128987
262.23901869983564,261.9030857110834,295.4151318074895,296.243313678455,324.47949044199186,343.6018152754254,337.3639068672827,356.4791691876308,389.58180885031385,386.13649573021314,372.4214964420641,339.14359158148596,347.51057587554317,338.29646070001655,325.8432099620612,322.8271559509706,339.7003225305981,317.9488459264685,292.34245895734824,295.0540152758831,297.0403740428374,310.0503547355198,315.0433238501224,319.263764532816,342.7327443499498,363.2639538002561,367.1220127759254,352.9961614596657,366.7313346423666,363.5726694931719,355.185658752042,389.2382514962364,418.5276315359365,411.66803534005624,388.36245600753216,387.02274909226526,377.4676363351828,353.7268085017931,383.83564714440774,412.54078895599446,394.53201185190164,426.8127873565749,417.377708277928,435.6115206765394,427.25026144138985,459.11543673809916,466.4299803718875,477.83083641524337,471.30277955552816,442.94785185850776,459.22176122278455,427.7199246517542,424.0100275024931,456.53863288627053,463.52009051320545,445.5461882616411,472.0647781674886,444.091848210806,431.0229690665099,439.1382992366919
524.4639210578163,549.4028010520314,521.0648626391185,511.8837336796362,479.8352979370016,496.3490658109248,482.4356190116442,476.6847939644121,442.91618049045024,461.8268473300891,455.30390979755623,486.2752863343146,462.67052145899567,497.5256708769092,531.5397447607068,556.1814979193618,548.7065424192191,547.8931815022678,562.3262613771568,529.8645469724037,547.4862422140912,561.5887184716003,551.5598310531525,568.1030175566854,584.4135496503077,600.0,572.3495284121514,557.9113868377201,559.9400628199811,580.850275238977,548.3306945586795,547.0162490109896,558.105965061048,556.5872791315571,568.5171087722352,565.8630276210716,592.5560665203827,589.2082053837605,578.4141185220876,571.8600415007919,544.0453575090821,567.2790110078215,561.7349810771035,529.9253759090344,519.2556977790007,531.0429071683319,535.2476454777911,555.9945818993735,549.03271354698,561.2449871230244,579.4954672855176,600.0,600.0,578.3171093846286,587.677080532899,600.0,600.0,569.4849990418742,580.3452762211632,600.0
380.41825683331183,380.9375889357657,394.8527952529761,421.5263185475707,453.21297228124837,436.2079592952855,411.5881309299349,407.84765951050844,373.34986693088223,397.8358247093361,364.53092489800827,364.28873630625725,367.967044868409,402.91204764394115,398.584243939095,427.0614240744237,421.65902806591953,389.07858224469015,358.6717580634294,379.3301795851125,376.0615578841026,404.71220769548523,424.4358529871458,457.43868031020855,427.1946461188836,427.12114132370624,399.1270241905033,427.9482002366914,404.19360991757054,385.3371944848023,417.59323832269877,421.0145524960628,389.2450000783558,381.5496136311042,391.5443109161372,400.8884849335828,380.57892337299717,350.14302652119886,380.6698826416996,413.98575786246363,437.37381777027446,444.95156128684204,465.6705494587276,491.3224837094157,503.48538163589126,490.46620448565386,466.1006202642715,485.1074448901255,511.3613476233627,540.5555536534168,544.99055063725,554.7449549035967,557.1329485481815,580.8575742338012,597.0311228501063,600.0,600.0,600.0,571.0317864513521,560.3889716507271
284.0535835722527,289.1533993256078,321.25405462758624,330.80997286502793,317.5015188447472,312.60926435784967,281.28756616507786,265.9248571881906,255.69899166565065,285.68694716842043,306.8039817140624,272.6168340712267,267.62062769037834,285.17522989544665,270.1651646832606,260.13632674394574,284.8191340916509,296.78876556447767,303.9447839780063,324.9225029329031,290.6343513819637,294.2101342243615,297.7848551134964,280.9497371126698,257.68449624696905,248.8637722334863,244.7425041990292,250.4158006056627,267.54614784385325,241.0500896642351,255.32614880196218,254.42271681513452,247.77414350673502,268.0234174840282,238.57621163235527,221.79031953514286,244.5234652489936,240.2577260405554,229.99078801662424,220.0,253.12383840985376,268.2445320712828,269.97518261905583,299.82438593902924,267.75606213995513,256.9244084971333,241.25850702689507,255.74749520355695,229.5605188070158,258.76198485501897,258.45018458312524,229.4743064148066,249.36826132915277,281.27728439831054,297.7510924510935,326.5612535638242,352.0341012941092,338.35231548551064,346.70175764297386,344.2446095862855
554.7867197048395,587.0489824287728,600.0,599.1392510756051,600.0,566.5003286813088,579.2275897714454,551.2658778727538,532.449122301619,557.5154762988993,544.2008982450473,542.9852998635799,554.5735385354778,531.5463434607865,525.9089608785226,532.4963105081779,499.3739905789068,490.5501917070681,458.6303292455534,448.0854009804009,453.0006413271051,449.17274737437907,426.7880519519299,445.63375163892874,445.70789609172044,417.32131884438786,394.30944766255726,393.9165699840745,362.5517791093516,364.6218765851869,387.24662276766566,416.90411068901085,388.2463028689131,399.0441079601682,420.98273390789615,413.55332823532297,380.9217107022644,352.07545037103665,344.6871727589628,328.067673210341,345.4834233817367,332.2241723821046,361.39876192519296,379.17101550561773,381.4909464691483,359.4483121519665,326.245952502977,324.1484725505075,291.76069637929896,266.8528903479223,298.54344263164325,289.6773862432208,320.2881497635868,343.7355630997441,312.53159581695195,327.05021894259283,299.9475023674695,332.7533572968491,309.31937031233997,321.75430718173595
237.08562811765134,253.9745791376977,273.517017750685,288.26812638878334,281.1496259524597,283.0633210225746,278.9549927406527,248.38863583406675,223.95304365700687,256.0525817687495,273.9724473149689,292.62320426233146,267.6032518943137,253.75949449485924,240.80841408509195,220.0,220.0,251.65405791279792,262.30483159313343,272.0929598255327,261.97585745641834,254.51164344046302,226.8753242665387,220.0,220.0,228.70020206224552,225.19442936372602,229.19310161559108,220.0,225.33814407557105,221.0245862587624,220.0,246.66701116401092,236.91198590835396,256.2626715117218,276.3997531731565,243.7591198145388,271.3800224720345,276.14090565547787,262.1029894062774,239.5288431942182,252.2355956390722,272.0488774928018,239.6261643033539,252.5612332663494,253.4259155457183,274.4945634112424,260.82149932537635,270.97296211113036,267.12101786165175,299.96781573494127,268.8160139899923,296.2602174491836,315.2148341694364,341.1604115108327,355.84944233992564,328.8141771870032,295.80523490137176,319.53946674681674,320.695503352554
402.1584642024824,411.9365473615584,425.2455073537176,409.3467216698156,400.6532165176035,435.19472172910724,441.0064171939454,426.3444983565354,423.3507609936453,419.51555185178404,450.9395437709916,417.29490843227626,412.3300436892166,416.2519165335923,442.56046508737046,444.55830196880703,465.25914090245067,456.02098081797675,432.15060852499744,464.119129229471,453.6509326811827,437.75637668326914,466.5728634657107,447.08522966991825,442.30732155024634,450.8469738598803,477.7245611628914,480.5106863677771,467.0532404053933,477.6351164123402,471.4768858052337,496.49078291729353,530.599276308282,501.5470868163612,494.3641323952538,484.44448814471144,465.72160194447,487.0491622274809,504.2892028243515,517.165865240093,514.0872437310499,480.68565352166826,500.55273077082745,515.3496580938257,545.8401925940527,543.4112969002271,573.5290038785686,546.8786213767347,560.7130120539217,584.316316542939,586.3360939977507,600.0,596.459713655522,571.0460106331393,598.8759300972768,590.5175003858964,573.7604004704083,592.3998932682672,600.0,600.0
498.1062381962301,532.462277090746,527.8172253367512,544.2219156799915,562.0073810522339,578.0318238508211,581.1188156286803,591.0020223095979,568.3880159049262,559.7207929741253,556.495168600456,528.4979629140771,539.8540774071387,509.1945342941055,490.16395912076644,499.24599969015014,468.49814216143847,481.20722934359094,477.2362158118495,472.65756275181093,464.1829449757418,471.73170928782304,504.1250494932098,476.0050018448556,504.9664265335176,533.9659046222806,536.1397840868167,564.5045427022646,560.4843753534177,565.3730970596407,539.3401326081403,533.7544684900126,538.340040661795,547.355063309779,520.3533396904314,552.4664171859987,533.2753858460769,515.9399165798507,503.13890676632445,516.4584950244886,487.02535667467066,485.069218239352,477.59746666345796,493.8289823419825,471.11885678013994,465.31397420700915,449.8007769831716,429.49079297686154,399.80794424733716,370.3165979778451,346.20566542520896,356.08591673861457,384.9105612732157,384.0769312128855,396.41864228061723,391.1494906971128,376.42778869297524,372.8982600609884,394.74684247483253,363.82818460957907
585.1603249148411,600.0,570.6502868966396,599.5741102758858,600.0,600.0,600.0,600.0,598.6161579284053,600.0,600.0,592.9557743536866,575.531882032273,552.9405780574834,554.7407153684301,552.216322698008,583.1967110265493,600.0,573.5073617350688,577.3583679645587,598.9826073774369,600.0,600.0,600.0,600.0,600.0,569.8045822837945,559.9687758304354,571.1224510409759,544.7559597928811,546.0383814144035,580.0534478915906,591.4987393965806,567.6005241597679,547.7232806629801,521.6682531022287,500.44673192812974,476.7732917180499,448.83249361823005,444.8802219994844,449.6087104762304,426.06977224196703,448.8560838762433,460.5636391298401,485.55085254534686,503.7646311448121,537.6609583010113,557.1977756846956,584.5337493255469,600.0,597.3343650554563,600.0,600.0,566.3527126000812,599.9725207170053,569.0121619138313,582.7648297018208,551.8451237322276,546.860874915904,519.4954721030051
